Chr,gene_symbol,tissue,fold_change,p_value,regulation,detecting_method,pubMed_ID
10,PLAU,skin,-0.7,0.000792,DOWN,RNA-Seq,28068941
19,PLEKHJ1,skin,-0.74,0.000561,DOWN,RNA-Seq,28068941
9,PLIN2,skin,-0.93,0.00000138,DOWN,RNA-Seq,28068941
19,PLIN3,skin,-0.57,0.00191,DOWN,RNA-Seq,28068941
19,PLIN4,skin,-0.84,0.0000705,DOWN,RNA-Seq,28068941
19,PLIN5,skin,-1.39,5.17E-08,DOWN,RNA-Seq,28068941
22,PMM1,skin,-0.73,0.000347,DOWN,RNA-Seq,28068941
8,PMP2,skin,0.75,0.000465,UP,RNA-Seq,28068941
1,PMVK,skin,-0.84,0.00000698,DOWN,RNA-Seq,28068941
19,PNKP,skin,-0.94,0.0000411,DOWN,RNA-Seq,28068941
6,PNLDC1,skin,-1.07,0.0000732,DOWN,RNA-Seq,28068941
11,POLD4,skin,-1.01,0.000000356,DOWN,RNA-Seq,28068941
11,POLR2G,skin,-0.84,0.0000011,DOWN,RNA-Seq,28068941
3,POLR2H,skin,-0.68,0.000192,DOWN,RNA-Seq,28068941
7,POLR2J,skin,-1.06,0.000000462,DOWN,RNA-Seq,28068941
11,POLR2L,skin,-0.7,0.000157,DOWN,RNA-Seq,28068941
19,POLRMT,skin,-0.79,0.000381,DOWN,RNA-Seq,28068941
13,POMP,skin,-0.73,0.000044,DOWN,RNA-Seq,28068941
12,POP5,skin,-0.7,0.000241,DOWN,RNA-Seq,28068941
7,POP7,skin,-0.96,0.000001,DOWN,RNA-Seq,28068941
4,PPARGC1A,skin,0.7,0.00032,UP,RNA-Seq,28068941
10,PPIF,skin,-0.61,0.000762,DOWN,RNA-Seq,28068941
19,PPP1R12C,skin,-0.69,0.000328,DOWN,RNA-Seq,28068941
11,PPP1R14B,skin,-0.92,0.000795,DOWN,RNA-Seq,28068941
8,PPP1R16A,skin,-0.92,0.00087,DOWN,RNA-Seq,28068941
18,PQLC1,skin,-0.99,0.00000106,DOWN,RNA-Seq,28068941
1,PRDX1,skin,-0.53,0.00167,DOWN,RNA-Seq,28068941
19,PRDX2,skin,-0.68,0.000171,DOWN,RNA-Seq,28068941
11,PRDX5,skin,-0.71,0.0000617,DOWN,RNA-Seq,28068941
20,PRND,skin,1.25,0.0000301,UP,RNA-Seq,28068941
22,PRODH,skin,-0.6,0.0015,DOWN,RNA-Seq,28068941
3,PROK2,skin,-1.1,0.00193,DOWN,RNA-Seq,28068941
3,PRR23A,skin,-1.07,0.0000144,DOWN,RNA-Seq,28068941
X,PRRG3,skin,0.96,0.0000393,UP,RNA-Seq,28068941
9,PRSS3,skin,-0.74,0.000307,DOWN,RNA-Seq,28068941
4,PSAPL1,skin,-0.79,0.0000226,DOWN,RNA-Seq,28068941
8,PSCA,skin,-0.95,0.00114,DOWN,RNA-Seq,28068941
8,PSCA,skin,-0.95,0.00114,DOWN,RNA-Seq,28068941
19,PSG9,skin,-2.01,0.00113,DOWN,RNA-Seq,28068941
14,PSMA6,skin,-0.55,0.00222,DOWN,RNA-Seq,28068941
6,PSMB1,skin,-0.81,0.00000276,DOWN,RNA-Seq,28068941
17,PSMB3,skin,-0.76,0.0000122,DOWN,RNA-Seq,28068941
17,PSMB6,skin,-0.92,0.000000143,DOWN,RNA-Seq,28068941
6,PSMB9,skin,-0.71,0.000202,DOWN,RNA-Seq,28068941
6,PSMB9,skin,-0.71,0.000202,DOWN,RNA-Seq,28068941
6,PSMB9,skin,-0.71,0.000202,DOWN,RNA-Seq,28068941
6,PSMB9,skin,-0.71,0.000202,DOWN,RNA-Seq,28068941
6,PSMB9,skin,-0.71,0.000202,DOWN,RNA-Seq,28068941
6,PSMB9,skin,-0.71,0.000202,DOWN,RNA-Seq,28068941
6,PSMB9,skin,-0.71,0.000202,DOWN,RNA-Seq,28068941
6,PSMB9,skin,-0.71,0.000202,DOWN,RNA-Seq,28068941
17,PSMC5,skin,-0.62,0.000417,DOWN,RNA-Seq,28068941
12,PSMD9,skin,-0.57,0.0021,DOWN,RNA-Seq,28068941
7,PSMG3,skin,-0.85,0.0000107,DOWN,RNA-Seq,28068941
6,PSMG4,skin,-0.76,0.000054,DOWN,RNA-Seq,28068941
6,PSORS1C2,skin,-0.73,0.000385,DOWN,RNA-Seq,28068941
6,PSORS1C2,skin,-0.73,0.000385,DOWN,RNA-Seq,28068941
6,PSORS1C2,skin,-0.73,0.000385,DOWN,RNA-Seq,28068941
6,PSORS1C2,skin,-0.73,0.000385,DOWN,RNA-Seq,28068941
6,PSORS1C2,skin,-0.73,0.000385,DOWN,RNA-Seq,28068941
6,PSORS1C2,skin,-0.73,0.000385,DOWN,RNA-Seq,28068941
9,PTGES2,skin,-0.8,0.000577,DOWN,RNA-Seq,28068941
8,PTTG3P,skin,0.94,0.00161,UP,RNA-Seq,28068941
8,PUF60,skin,-0.76,0.0000166,DOWN,RNA-Seq,28068941
8,PUF60,skin,-0.76,0.0000166,DOWN,RNA-Seq,28068941
1,PUSL1,skin,-0.81,0.000249,DOWN,RNA-Seq,28068941
1,PVRL4,skin,-0.53,0.00202,DOWN,RNA-Seq,28068941
10,PWWP2B,skin,-1,0.00012,DOWN,RNA-Seq,28068941
8,PXDNL,skin,0.87,0.000335,UP,RNA-Seq,28068941
12,PXMP2,skin,-0.82,0.0000342,DOWN,RNA-Seq,28068941
19,QTRT1,skin,-0.84,0.0000455,DOWN,RNA-Seq,28068941
13,RAB20,skin,-0.99,0.000267,DOWN,RNA-Seq,28068941
5,RAB24,skin,-0.75,0.000062,DOWN,RNA-Seq,28068941
16,RAB40C,skin,-0.83,0.0000114,DOWN,RNA-Seq,28068941
17,RAMP2,skin,-0.64,0.00111,DOWN,RNA-Seq,28068941
12,RAPGEF3,skin,-0.62,0.00129,DOWN,RNA-Seq,28068941
3,RASSF1,skin,-0.73,0.0000633,DOWN,RNA-Seq,28068941
3,RASSF1,skin,-0.73,0.0000633,DOWN,RNA-Seq,28068941
11,RASSF7,skin,-1.07,0.000000312,DOWN,RNA-Seq,28068941
22,RBX1,skin,-0.65,0.000192,DOWN,RNA-Seq,28068941
8,REEP4,skin,-0.76,0.0000564,DOWN,RNA-Seq,28068941
7,RELN,skin,0.64,0.000948,UP,RNA-Seq,28068941
17,RFNG,skin,-0.93,0.0000102,DOWN,RNA-Seq,28068941
19,RFXANK,skin,-0.72,0.000404,DOWN,RNA-Seq,28068941
19,RFXANK,skin,-0.72,0.000404,DOWN,RNA-Seq,28068941
10,RGS10,skin,-0.74,0.000142,DOWN,RNA-Seq,28068941
1,RHBG,skin,-0.82,0.000112,DOWN,RNA-Seq,28068941
2,RHOB,skin,-0.72,0.000161,DOWN,RNA-Seq,28068941
1,RHOC,skin,-0.59,0.000632,DOWN,RNA-Seq,28068941
16,RHOT2,skin,-0.79,0.0000199,DOWN,RNA-Seq,28068941
15,RHOV,skin,-0.54,0.00214,DOWN,RNA-Seq,28068941
6,RIMS1,skin,0.64,0.002,UP,RNA-Seq,28068941
11,RIN1,skin,-0.83,0.0000913,DOWN,RNA-Seq,28068941
14,RNASE2,skin,-0.82,0.00198,DOWN,RNA-Seq,28068941
14,RNASE7,skin,-0.69,0.000142,DOWN,RNA-Seq,28068941
19,RNF126,skin,-0.7,0.000485,DOWN,RNA-Seq,28068941
4,RNF175,skin,-1.05,0.00114,DOWN,RNA-Seq,28068941
2,RNF181,skin,-0.6,0.00109,DOWN,RNA-Seq,28068941
11,RNH1,skin,-0.94,0.000000255,DOWN,RNA-Seq,28068941
16,RNPS1,skin,-0.63,0.000414,DOWN,RNA-Seq,28068941
1,ROBLD3,skin,-0.66,0.000509,DOWN,RNA-Seq,28068941
20,ROMO1,skin,-1.23,3.88E-11,DOWN,RNA-Seq,28068941
9,RORB,skin,0.79,0.000485,UP,RNA-Seq,28068941
7,RP9,skin,-0.6,0.00144,DOWN,RNA-Seq,28068941
1,RPL11,skin,-0.72,0.0000294,DOWN,RNA-Seq,28068941
16,RPL13,skin,-0.57,0.00141,DOWN,RNA-Seq,28068941
13,RPL21,skin,-0.56,0.00113,DOWN,RNA-Seq,28068941
1,RPL21P28,skin,-0.56,0.00113,DOWN,RNA-Seq,28068941
1,RPL22,skin,-0.54,0.00182,DOWN,RNA-Seq,28068941
3,RPL22L1,skin,-0.89,0.00000103,DOWN,RNA-Seq,28068941
17,RPL23A,skin,-0.57,0.00106,DOWN,RNA-Seq,28068941
17,RPL27,skin,-0.64,0.000208,DOWN,RNA-Seq,28068941
11,RPL27A,skin,-1.02,7.92E-09,DOWN,RNA-Seq,28068941
3,RPL29,skin,-0.97,3.17E-08,DOWN,RNA-Seq,28068941
9,RPL35,skin,-0.62,0.000305,DOWN,RNA-Seq,28068941
X,RPL36A,skin,-0.63,0.00179,DOWN,RNA-Seq,28068941
2,RPL37A,skin,-1,7.74E-09,DOWN,RNA-Seq,28068941
X,RPL39,skin,-0.92,0.000000212,DOWN,RNA-Seq,28068941
3,RPL39L,skin,-1.21,0.000175,DOWN,RNA-Seq,28068941
12,RPL41,skin,-0.75,0.0000418,DOWN,RNA-Seq,28068941
8,RPL8,skin,-0.52,0.00224,DOWN,RNA-Seq,28068941
12,RPLP0,skin,-0.79,0.00000178,DOWN,RNA-Seq,28068941
15,RPLP1,skin,-0.76,0.00000802,DOWN,RNA-Seq,28068941
6,RPS12,skin,-0.75,0.00000807,DOWN,RNA-Seq,28068941
22,RPS19BP1,skin,-1.14,6.69E-08,DOWN,RNA-Seq,28068941
8,RPS20,skin,-0.65,0.0000976,DOWN,RNA-Seq,28068941
14,RPS29,skin,-0.71,0.0000531,DOWN,RNA-Seq,28068941
Y,RPS4Y1,skin,-0.94,7.01E-08,DOWN,RNA-Seq,28068941
19,RPS9,skin,-0.73,0.0000234,DOWN,RNA-Seq,28068941
19,RPS9,skin,-0.73,0.0000234,DOWN,RNA-Seq,28068941
19,RPS9,skin,-0.73,0.0000234,DOWN,RNA-Seq,28068941
3,RRP9,skin,-0.73,0.0014,DOWN,RNA-Seq,28068941
19,RUVBL2,skin,-0.61,0.000708,DOWN,RNA-Seq,28068941
1,S100A12,skin,-1.63,0.00000023,DOWN,RNA-Seq,28068941
1,S100A16,skin,-0.57,0.00171,DOWN,RNA-Seq,28068941
1,S100A2,skin,-0.95,0.000000136,DOWN,RNA-Seq,28068941
1,S100A4,skin,-0.89,8.43E-08,DOWN,RNA-Seq,28068941
1,S100A6,skin,-1.17,9.7E-12,DOWN,RNA-Seq,28068941
1,S100A7A,skin,1.12,0.0000666,UP,RNA-Seq,28068941
1,S100A9,skin,-0.92,0.0000586,DOWN,RNA-Seq,28068941
11,SAA2,skin,-1.65,1.6E-09,DOWN,RNA-Seq,28068941
11,SAC3D1,skin,-1.08,0.000000942,DOWN,RNA-Seq,28068941
7,SAP25,skin,-1.54,0.00143,DOWN,RNA-Seq,28068941
19,SBSN,skin,-0.74,0.0000343,DOWN,RNA-Seq,28068941
1,SCAMP3,skin,-0.77,0.0000378,DOWN,RNA-Seq,28068941
X,SCARNA9L,skin,1.42,0.00132,UP,RNA-Seq,28068941
2,SCG2,skin,1.15,0.0000733,UP,RNA-Seq,28068941
11,SCGB2A2,skin,-0.62,0.000115,DOWN,RNA-Seq,28068941
11,SCN2B,skin,1.17,0.000177,UP,RNA-Seq,28068941
3,SCN5A,skin,0.81,0.000402,UP,RNA-Seq,28068941
3,SCN5A,skin,0.81,0.000402,UP,RNA-Seq,28068941
20,SDCBP2,skin,-0.97,0.000000147,DOWN,RNA-Seq,28068941
17,SDF2,skin,-0.81,0.00000918,DOWN,RNA-Seq,28068941
22,SDF2L1,skin,-0.76,0.000974,DOWN,RNA-Seq,28068941
9,SEC61B,skin,-0.86,0.00000233,DOWN,RNA-Seq,28068941
7,SEC61G,skin,-0.91,0.000000677,DOWN,RNA-Seq,28068941
19,SEPW1,skin,-0.61,0.00114,DOWN,RNA-Seq,28068941
15,SERF2,skin,-0.54,0.00182,DOWN,RNA-Seq,28068941
14,SERPINA1,skin,-0.62,0.000528,DOWN,RNA-Seq,28068941
17,SERPINF2,skin,-1.82,0.00000239,DOWN,RNA-Seq,28068941
19,SERTAD1,skin,-0.63,0.0017,DOWN,RNA-Seq,28068941
6,SF3B5,skin,-0.62,0.00106,DOWN,RNA-Seq,28068941
6,SFT2D1,skin,-0.61,0.00143,DOWN,RNA-Seq,28068941
10,SFTPD,skin,-1.8,3.94E-09,DOWN,RNA-Seq,28068941
17,SGSH,skin,-0.57,0.00207,DOWN,RNA-Seq,28068941
22,SGSM3,skin,-0.71,0.000301,DOWN,RNA-Seq,28068941
11,SHANK2,skin,0.64,0.000654,UP,RNA-Seq,28068941
7,SHFM1,skin,-0.92,0.000000227,DOWN,RNA-Seq,28068941
20,SIRPB1,skin,-1.1,1.15E-11,DOWN,RNA-Seq,28068941
14,SIX4,skin,0.68,0.00105,UP,RNA-Seq,28068941
2,SLC11A1,skin,-1.05,0.0000543,DOWN,RNA-Seq,28068941
18,SLC14A1,skin,0.89,0.0000205,UP,RNA-Seq,28068941
3,SLC25A20,skin,-0.74,0.00158,DOWN,RNA-Seq,28068941
14,SLC25A29,skin,-0.69,0.000154,DOWN,RNA-Seq,28068941
X,SLC25A5,skin,-0.53,0.00151,DOWN,RNA-Seq,28068941
7,SLC26A3,skin,-1.45,0.0000426,DOWN,RNA-Seq,28068941
8,SLC26A7,skin,0.74,0.0012,UP,RNA-Seq,28068941
4,SLC34A2,skin,0.96,0.00000219,UP,RNA-Seq,28068941
X,SLC35A2,skin,-0.71,0.0000909,DOWN,RNA-Seq,28068941
9,SLC35D2,skin,-0.58,0.00132,DOWN,RNA-Seq,28068941
2,SLC9A4,skin,0.78,0.000496,UP,RNA-Seq,28068941
20,SLCO4A1,skin,-0.85,0.000037,DOWN,RNA-Seq,28068941
20,SLPI,skin,-0.58,0.000951,DOWN,RNA-Seq,28068941
8,SLURP1,skin,-0.97,5.09E-09,DOWN,RNA-Seq,28068941
17,SMCR7,skin,-0.65,0.000767,DOWN,RNA-Seq,28068941
17,SNF8,skin,-0.78,0.0000254,DOWN,RNA-Seq,28068941
6,SNHG5,skin,-0.63,0.000499,DOWN,RNA-Seq,28068941
4,SNHG8,skin,-1.01,2.06E-08,DOWN,RNA-Seq,28068941
16,SNHG9,skin,-1.91,5.47E-09,DOWN,RNA-Seq,28068941
16,SNN,skin,-0.55,0.00143,DOWN,RNA-Seq,28068941
16,SNRNP25,skin,-0.63,0.00101,DOWN,RNA-Seq,28068941
19,SNRNP70,skin,-0.73,0.0000804,DOWN,RNA-Seq,28068941
20,SNRPB,skin,-0.75,0.000114,DOWN,RNA-Seq,28068941
19,SNRPD2,skin,-0.69,0.000103,DOWN,RNA-Seq,28068941
22,SNRPD3,skin,-0.68,0.000176,DOWN,RNA-Seq,28068941
1,SNRPE,skin,-0.55,0.002,DOWN,RNA-Seq,28068941
12,SNRPF,skin,-0.82,0.0000105,DOWN,RNA-Seq,28068941
11,SNX15,skin,-0.64,0.000451,DOWN,RNA-Seq,28068941
16,SOLH,skin,-0.93,0.000129,DOWN,RNA-Seq,28068941
3,SOX2OT,skin,0.85,0.000683,UP,RNA-Seq,28068941
17,SPAG7,skin,-0.73,0.000136,DOWN,RNA-Seq,28068941
6,SPDEF,skin,-0.79,0.00157,DOWN,RNA-Seq,28068941
17,SPHK1,skin,-0.59,0.00226,DOWN,RNA-Seq,28068941
2,SPHKAP,skin,0.75,0.0018,UP,RNA-Seq,28068941
5,SPINK1,skin,-1.61,0.000004,DOWN,RNA-Seq,28068941
15,SPINT1,skin,-0.56,0.0012,DOWN,RNA-Seq,28068941
19,SPINT2,skin,-0.76,0.0000167,DOWN,RNA-Seq,28068941
17,SPNS2,skin,-0.62,0.00105,DOWN,RNA-Seq,28068941
4,SPP1,skin,-1.32,4.86E-11,DOWN,RNA-Seq,28068941
2,SPR,skin,-0.65,0.00172,DOWN,RNA-Seq,28068941
10,SPRN,skin,-1.07,0.000132,DOWN,RNA-Seq,28068941
1,SPRR2A,skin,0.9,0.00153,UP,RNA-Seq,28068941
1,SPRR2B,skin,-0.82,0.000231,DOWN,RNA-Seq,28068941
1,SPRR2E,skin,-1.14,2.15E-11,DOWN,RNA-Seq,28068941
1,SPRR2G,skin,-1,4.5E-10,DOWN,RNA-Seq,28068941
12,SPSB2,skin,-1.26,0.00000676,DOWN,RNA-Seq,28068941
17,SREBF1,skin,-0.58,0.00152,DOWN,RNA-Seq,28068941
19,SSBP4,skin,-0.79,0.000938,DOWN,RNA-Seq,28068941
9,SSNA1,skin,-0.74,0.000262,DOWN,RNA-Seq,28068941
X,SSR4,skin,-0.86,0.000000567,DOWN,RNA-Seq,28068941
1,SSU72,skin,-0.56,0.0019,DOWN,RNA-Seq,28068941
1,ST6GALNAC5,skin,1.23,0.00000118,UP,RNA-Seq,28068941
10,ST8SIA6,skin,0.72,0.00168,UP,RNA-Seq,28068941
4,STAP1,skin,1.58,0.000444,UP,RNA-Seq,28068941
19,STAP2,skin,-0.76,0.0000199,DOWN,RNA-Seq,28068941
16,SULT1A1,skin,-1.04,0.000125,DOWN,RNA-Seq,28068941
2,SULT1C4,skin,1.23,0.000151,UP,RNA-Seq,28068941
22,SULT4A1,skin,-1.36,0.0000472,DOWN,RNA-Seq,28068941
9,SURF1,skin,-0.75,0.0000152,DOWN,RNA-Seq,28068941
9,SURF1,skin,-0.75,0.0000152,DOWN,RNA-Seq,28068941
17,SYNGR2,skin,-0.62,0.000899,DOWN,RNA-Seq,28068941
11,SYT13,skin,1.43,0.0000188,UP,RNA-Seq,28068941
11,SYT8,skin,-0.88,0.000293,DOWN,RNA-Seq,28068941
16,TAF1C,skin,-0.67,0.000246,DOWN,RNA-Seq,28068941
11,TALDO1,skin,-0.61,0.000745,DOWN,RNA-Seq,28068941
12,TARBP2,skin,-0.83,0.000174,DOWN,RNA-Seq,28068941
17,TAX1BP3,skin,-0.83,0.00000584,DOWN,RNA-Seq,28068941
17,TCAP,skin,-1.67,0.000594,DOWN,RNA-Seq,28068941
16,TCEB2,skin,-0.69,0.000135,DOWN,RNA-Seq,28068941
8,TCF24,skin,1.26,0.00214,UP,RNA-Seq,28068941
11,TCIRG1,skin,-0.65,0.000349,DOWN,RNA-Seq,28068941
11,TCIRG1,skin,-0.65,0.000349,DOWN,RNA-Seq,28068941
4,TECRL,skin,1.58,6.73E-09,UP,RNA-Seq,28068941
22,TEF,skin,-0.66,0.000117,DOWN,RNA-Seq,28068941
3,TF,skin,-0.83,0.0000704,DOWN,RNA-Seq,28068941
20,TGIF2-C20ORF24,skin,-0.67,0.000194,DOWN,RNA-Seq,28068941
15,TGM5,skin,-0.61,0.00226,DOWN,RNA-Seq,28068941
2,THNSL2,skin,-0.81,0.000745,DOWN,RNA-Seq,28068941
16,THOC6,skin,-0.85,0.000549,DOWN,RNA-Seq,28068941
11,TIMM10,skin,-1.03,0.000000239,DOWN,RNA-Seq,28068941
19,TIMM13,skin,-0.85,0.0000087,DOWN,RNA-Seq,28068941
11,TIMM8B,skin,-0.68,0.000324,DOWN,RNA-Seq,28068941
17,TLCD1,skin,-0.77,0.000073,DOWN,RNA-Seq,28068941
11,TM7SF2,skin,-0.77,0.00021,DOWN,RNA-Seq,28068941
15,TMED3,skin,-0.72,0.0000324,DOWN,RNA-Seq,28068941
17,TMEM101,skin,-0.57,0.00152,DOWN,RNA-Seq,28068941
7,TMEM120A,skin,-0.65,0.0011,DOWN,RNA-Seq,28068941
7,TMEM120A,skin,-0.65,0.0011,DOWN,RNA-Seq,28068941
1,TMEM125,skin,-0.88,0.0000134,DOWN,RNA-Seq,28068941
4,TMEM128,skin,-0.76,0.0000243,DOWN,RNA-Seq,28068941
19,TMEM147,skin,-0.81,0.00000817,DOWN,RNA-Seq,28068941
X,TMEM187,skin,-1.09,0.00000173,DOWN,RNA-Seq,28068941
1,TMEM200B,skin,-0.6,0.00126,DOWN,RNA-Seq,28068941
19,TMEM205,skin,-0.72,0.000169,DOWN,RNA-Seq,28068941
16,TMEM219,skin,-0.71,0.000104,DOWN,RNA-Seq,28068941
1,TMEM222,skin,-0.83,0.000033,DOWN,RNA-Seq,28068941
5,TMEM232,skin,0.76,0.000707,UP,RNA-Seq,28068941
X,TMEM27,skin,1.08,0.00209,UP,RNA-Seq,28068941
3,TMEM42,skin,-0.63,0.00166,DOWN,RNA-Seq,28068941
3,TMEM45A,skin,-0.57,0.00114,DOWN,RNA-Seq,28068941
1,TMEM54,skin,-0.7,0.0000968,DOWN,RNA-Seq,28068941
1,TMEM9,skin,-0.6,0.000593,DOWN,RNA-Seq,28068941
19,TMEM91,skin,-0.8,0.000299,DOWN,RNA-Seq,28068941
17,TMEM93,skin,-1.13,0.000000109,DOWN,RNA-Seq,28068941
17,TMEM99,skin,-0.86,0.000000215,DOWN,RNA-Seq,28068941
4,TMPRSS11A,skin,1.74,0.00000874,UP,RNA-Seq,28068941
11,TMPRSS4,skin,0.71,0.000408,UP,RNA-Seq,28068941
X,TMSB15B,skin,-1.01,0.000158,DOWN,RNA-Seq,28068941
X,TMSB4X,skin,-0.56,0.00126,DOWN,RNA-Seq,28068941
1,TNFRSF14,skin,-0.66,0.000784,DOWN,RNA-Seq,28068941
19,TNFSF14,skin,0.84,0.00022,UP,RNA-Seq,28068941
1,TNFSF4,skin,0.66,0.000527,UP,RNA-Seq,28068941
3,TNK2,skin,-0.76,0.0000802,DOWN,RNA-Seq,28068941
19,TNNT1,skin,-0.89,0.0000407,DOWN,RNA-Seq,28068941
7,TOMM7,skin,-0.93,5.73E-08,DOWN,RNA-Seq,28068941
7,TP53TG1,skin,-0.8,0.0000387,DOWN,RNA-Seq,28068941
5,TPPP,skin,0.6,0.00108,UP,RNA-Seq,28068941
16,TPSG1,skin,-1.49,0.00000144,DOWN,RNA-Seq,28068941
22,TRABD,skin,-0.75,0.000328,DOWN,RNA-Seq,28068941
16,TRAPPC2L,skin,-0.8,0.0000254,DOWN,RNA-Seq,28068941
11,TRAPPC4,skin,-0.6,0.00127,DOWN,RNA-Seq,28068941
11,TRAPPC4,skin,-0.6,0.00127,DOWN,RNA-Seq,28068941
19,TRAPPC6A,skin,-1.05,0.0000336,DOWN,RNA-Seq,28068941
3,TRAT1,skin,0.72,0.0000467,UP,RNA-Seq,28068941
6,TREM2,skin,-1.88,8.6E-10,DOWN,RNA-Seq,28068941
3,TREX1,skin,-0.71,0.000282,DOWN,RNA-Seq,28068941
11,TRPT1,skin,-0.65,0.000691,DOWN,RNA-Seq,28068941
X,TSC22D3,skin,-0.99,0.000000041,DOWN,RNA-Seq,28068941
11,TSPAN4,skin,-1.09,0.00000166,DOWN,RNA-Seq,28068941
22,TSPO,skin,-0.96,4.66E-08,DOWN,RNA-Seq,28068941
22,TST,skin,-0.74,0.000229,DOWN,RNA-Seq,28068941
8,TSTA3,skin,-0.71,0.000227,DOWN,RNA-Seq,28068941
22,TTC38,skin,-0.74,0.000357,DOWN,RNA-Seq,28068941
22,TTLL12,skin,-0.61,0.000597,DOWN,RNA-Seq,28068941
Y,TTTY10,skin,0.72,0.000651,UP,RNA-Seq,28068941
12,TUBA1C,skin,-0.6,0.00157,DOWN,RNA-Seq,28068941
6,TUBB2A,skin,-0.57,0.00161,DOWN,RNA-Seq,28068941
9,TUSC1,skin,-0.74,0.000192,DOWN,RNA-Seq,28068941
3,TWF2,skin,-0.7,0.000752,DOWN,RNA-Seq,28068941
18,TXNL4A,skin,-0.71,0.000118,DOWN,RNA-Seq,28068941
22,TXNRD2,skin,-0.88,0.00119,DOWN,RNA-Seq,28068941
19,UBA52,skin,-0.71,0.0000377,DOWN,RNA-Seq,28068941
21,UBASH3A,skin,1.09,0.000145,UP,RNA-Seq,28068941
17,UBB,skin,-0.81,0.00000253,DOWN,RNA-Seq,28068941
X,UBL4A,skin,-0.62,0.00195,DOWN,RNA-Seq,28068941
19,UBL5,skin,-0.83,0.0000053,DOWN,RNA-Seq,28068941
11,UBXN1,skin,-0.67,0.000119,DOWN,RNA-Seq,28068941
3,UCN2,skin,-0.74,0.00149,DOWN,RNA-Seq,28068941
15,ULK3,skin,-0.77,0.0000222,DOWN,RNA-Seq,28068941
17,UNC119,skin,-0.6,0.00167,DOWN,RNA-Seq,28068941
16,UNKL,skin,-0.63,0.000375,DOWN,RNA-Seq,28068941
22,UPB1,skin,-0.82,0.000714,DOWN,RNA-Seq,28068941
19,UPK1A,skin,1.43,2.8E-12,UP,RNA-Seq,28068941
22,UQCR10,skin,-0.84,0.00000812,DOWN,RNA-Seq,28068941
19,UQCR11,skin,-0.96,6.82E-08,DOWN,RNA-Seq,28068941
3,UQCRC1,skin,-0.66,0.000118,DOWN,RNA-Seq,28068941
5,UQCRQ,skin,-0.66,0.000342,DOWN,RNA-Seq,28068941
10,USMG5,skin,-0.63,0.000596,DOWN,RNA-Seq,28068941
17,USP6,skin,-0.74,0.0000165,DOWN,RNA-Seq,28068941
2,VAMP5,skin,-0.66,0.00165,DOWN,RNA-Seq,28068941
2,VAMP8,skin,-0.8,0.0000194,DOWN,RNA-Seq,28068941
16,VASN,skin,-0.72,0.00032,DOWN,RNA-Seq,28068941
16,VAT1L,skin,1.41,0.0000586,UP,RNA-Seq,28068941
11,VEGFB,skin,-0.68,0.000115,DOWN,RNA-Seq,28068941
6,VNN2,skin,-0.7,0.00225,DOWN,RNA-Seq,28068941
8,VPS28,skin,-0.6,0.000855,DOWN,RNA-Seq,28068941
8,VPS28,skin,-0.6,0.000855,DOWN,RNA-Seq,28068941
X,VSIG4,skin,-0.66,0.0000521,DOWN,RNA-Seq,28068941
1,VTCN1,skin,0.89,0.0000111,UP,RNA-Seq,28068941
2,WBP1,skin,-0.66,0.000598,DOWN,RNA-Seq,28068941
7,WBSCR22,skin,-0.63,0.00208,DOWN,RNA-Seq,28068941
7,WBSCR22,skin,-0.63,0.00208,DOWN,RNA-Seq,28068941
4,WDR17,skin,0.76,0.000222,UP,RNA-Seq,28068941
X,WDR45,skin,-0.62,0.000698,DOWN,RNA-Seq,28068941
2,WDR54,skin,-0.67,0.00147,DOWN,RNA-Seq,28068941
12,WDR66,skin,-0.83,0.000245,DOWN,RNA-Seq,28068941
1,WDR8,skin,-0.75,0.000385,DOWN,RNA-Seq,28068941
19,WDR83,skin,-0.55,0.00213,DOWN,RNA-Seq,28068941
16,WDR90,skin,-0.68,0.00157,DOWN,RNA-Seq,28068941
20,WFDC13,skin,1.27,0.00000142,UP,RNA-Seq,28068941
20,WISP2,skin,-0.73,0.0000997,DOWN,RNA-Seq,28068941
11,WNT11,skin,-0.88,0.00000613,DOWN,RNA-Seq,28068941
8,XKR4,skin,0.96,0.00000166,UP,RNA-Seq,28068941
8,XKR9,skin,1.11,0.0000146,UP,RNA-Seq,28068941
19,YIF1B,skin,-0.79,0.0000427,DOWN,RNA-Seq,28068941
16,YPEL3,skin,-0.71,0.0000988,DOWN,RNA-Seq,28068941
6,ZC3H12D,skin,0.65,0.000613,UP,RNA-Seq,28068941
16,ZG16B,skin,-0.51,0.00216,DOWN,RNA-Seq,28068941
19,ZNF114,skin,0.89,0.0021,UP,RNA-Seq,28068941
14,ZNF219,skin,-0.58,0.00156,DOWN,RNA-Seq,28068941
16,ZNF319,skin,1.29,1.44E-13,UP,RNA-Seq,28068941
20,ZNF334,skin,1.03,0.00000129,UP,RNA-Seq,28068941
19,ZNF446,skin,-0.78,0.000785,DOWN,RNA-Seq,28068941
19,ZNF524,skin,-1.27,0.0000222,DOWN,RNA-Seq,28068941
16,ZNF598,skin,-0.83,0.00054,DOWN,RNA-Seq,28068941
7,ZNF713,skin,0.68,0.00161,UP,RNA-Seq,28068941
7,ZNHIT1,skin,-0.96,0.000000274,DOWN,RNA-Seq,28068941
